,col_1,col_2,corr
7147,PCell_Uplink_Num_RBs,PCell_Uplink_TB_Size,0.9491848314281794
7481,PCell_Uplink_frequency,PCell_Band_Indicator,0.9416786816740641
7417,PCell_Downlink_frequency,PCell_Band_Indicator,0.9416786816740627
4066,PCell_E-ARFCN,PCell_Band_Indicator,0.9415874788893189
2976,PCell_RSRP_2,SCell_RSRP_2,0.9338086304602211
7855,SCell_RSRP_1,SCell_RSSI_1,0.9260513808808669
8735,SCell_Downlink_RBs_MCS_4,SCell_Downlink_RBs_MCS_17,0.924113204349363
3760,PCell_RSSI_max,SCell_RSSI_max,0.9222169885183998
3759,PCell_RSSI_max,SCell_RSSI_2,0.9222169885183998
3652,PCell_RSSI_2,SCell_RSSI_max,0.9222169885183998
3651,PCell_RSSI_2,SCell_RSSI_2,0.9222169885183998
3645,PCell_RSSI_2,SCell_RSRP_2,0.9195612024132411
3753,PCell_RSSI_max,SCell_RSRP_2,0.9195612024132411
8958,SCell_Downlink_RBs_MCS_10,SCell_Downlink_RBs_MCS_27,0.906529415674997
228,datarate,SCell_Downlink_TB_Size,0.8984106869329768
2983,PCell_RSRP_2,SCell_RSSI_max,0.8961877459523758
2982,PCell_RSRP_2,SCell_RSSI_2,0.8961877459523758
7966,SCell_RSRP_max,SCell_RSSI_1,0.8934984598211588
1073,precipIntensity,precipProbability,0.8903712495756481
8072,SCell_RSRQ_2,SCell_RSRQ_max,0.8792124360175251
8327,SCell_SNR_1,SCell_SNR_2,0.8612548929094626
3091,PCell_RSRP_max,SCell_RSRP_max,0.8502156542521844
2862,PCell_RSRP_1,SCell_RSRP_max,0.846217974239643
7598,PCell_Cell_Identity,SCell_Cell_Identity,0.8426789376247185
2860,PCell_RSRP_1,SCell_RSRP_1,0.8378182187660737
3089,PCell_RSRP_max,SCell_RSRP_1,0.8370123195412046
8696,SCell_Downlink_RBs_MCS_3,SCell_Downlink_RBs_MCS_17,0.8359540522793122
4128,PCell_Downlink_Num_RBs,PCell_Downlink_TB_Size,0.835704542408106
8773,SCell_Downlink_RBs_MCS_5,SCell_Downlink_RBs_MCS_17,0.8352596812353079
7907,SCell_RSRP_2,SCell_RSRP_max,0.8343263454177742
4263,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_31,0.824393961169647
170,datarate,PCell_Downlink_TB_Size,0.8230607877345798
8018,SCell_RSRQ_1,SCell_RSRQ_2,0.807741935396865
2926,PCell_RSRP_2,PCell_SNR_2,0.8063510809263038
7968,SCell_RSRP_max,SCell_RSSI_max,0.805334204786666
7967,SCell_RSRP_max,SCell_RSSI_2,0.805334204786666
3537,PCell_RSSI_1,SCell_RSRP_max,0.8046631149743732
4160,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_31,0.8033839014786666
8766,SCell_Downlink_RBs_MCS_5,SCell_Downlink_RBs_MCS_10,0.7998418762503045
3535,PCell_RSSI_1,SCell_RSRP_1,0.794632032756345
3541,PCell_RSSI_1,SCell_RSSI_1,0.7945400561301511
3810,PCell_SNR_1,PCell_SNR_2,0.7856444035859245
2918,PCell_RSRP_2,PCell_RSRP_max,0.783658395234025
7850,SCell_RSRP_1,SCell_RSRP_2,0.7772430237395344
4230,PCell_Downlink_Num_RBs,target_datarate,0.7770843183130645
8363,SCell_SNR_1,SCell_Downlink_Average_MCS,0.7700513172019943
3260,PCell_RSRQ_2,PCell_RSRQ_max,0.7689893659873649
8178,SCell_RSSI_1,SCell_RSSI_max,0.7685330930461785
8177,SCell_RSSI_1,SCell_RSSI_2,0.7685330930461785
3265,PCell_RSRQ_2,PCell_SNR_2,0.766348741502055
4186,PCell_Downlink_Num_RBs,SCell_Downlink_Num_RBs,0.7663467189946535
2866,PCell_RSRP_1,SCell_RSSI_1,0.7644854326959305
3040,PCell_RSRP_max,PCell_SNR_2,0.7638975327857885
3095,PCell_RSRP_max,SCell_RSSI_1,0.7628511180326607
2802,PCell_RSRP_1,PCell_RSRP_2,0.7598989263033881
3484,PCell_RSSI_1,PCell_RSSI_max,0.7561540169860157
3483,PCell_RSSI_1,PCell_RSSI_2,0.7561540169860157
7857,SCell_RSRP_1,SCell_RSSI_max,0.7553108145278045
7856,SCell_RSRP_1,SCell_RSSI_2,0.7553108145278045
1844,pressure,measurement,0.7527332250952489
7915,SCell_RSRP_2,SCell_SNR_2,0.7501215876752396
2977,PCell_RSRP_2,SCell_RSRP_max,0.7499172339375346
2811,PCell_RSRP_1,PCell_SNR_2,0.7474407678104935
3037,PCell_RSRP_max,PCell_RSSI_2,0.7447780143565731
3038,PCell_RSRP_max,PCell_RSSI_max,0.7447780143565731
2922,PCell_RSRP_2,PCell_RSSI_1,0.7400252272877307
5025,PCell_Downlink_RBs_MCS_7,PCell_Downlink_RBs_MCS_8,0.7398016296542347
4833,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_6,0.7375815760484097
4929,PCell_Downlink_RBs_MCS_6,PCell_Downlink_RBs_MCS_7,0.7374637684955999
5679,PCell_Downlink_RBs_MCS_14,PCell_Downlink_RBs_MCS_30,0.7360039707318216
5752,PCell_Downlink_RBs_MCS_15,PCell_Downlink_RBs_MCS_17,0.7356657607391185
4735,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_5,0.7316284172163122
8544,SCell_Downlink_TB_Size,SCell_Downlink_RBs_MCS_31,0.7290694892229836
5121,PCell_Downlink_RBs_MCS_8,PCell_Downlink_RBs_MCS_10,0.7243929178022268
5306,PCell_Downlink_RBs_MCS_10,PCell_Downlink_RBs_MCS_11,0.7239711951909084
3754,PCell_RSSI_max,SCell_RSRP_max,0.723316130017639
3646,PCell_RSSI_2,SCell_RSRP_max,0.723316130017639
5592,PCell_Downlink_RBs_MCS_13,PCell_Downlink_RBs_MCS_30,0.7224595178101503
8077,SCell_RSRQ_2,SCell_SNR_2,0.7220917464689584
2809,PCell_RSRP_1,PCell_RSSI_max,0.7215304389451754
2808,PCell_RSRP_1,PCell_RSSI_2,0.7215304389451754
3703,PCell_RSSI_max,PCell_SNR_2,0.7214977204867841
3595,PCell_RSSI_2,PCell_SNR_2,0.7214977204867841
2810,PCell_RSRP_1,PCell_SNR_1,0.7207401532572634
5397,PCell_Downlink_RBs_MCS_11,PCell_Downlink_RBs_MCS_12,0.7204361032271687
8410,SCell_SNR_2,SCell_Downlink_Average_MCS,0.7187525898974239
5922,PCell_Downlink_RBs_MCS_17,PCell_Downlink_RBs_MCS_18,0.7179756743274097
7075,PCell_Downlink_RBs_MCS_31,target_datarate,0.7178346921452696
1333,temperature,dewPoint,0.7161046849279322
1460,apparentTemperature,dewPoint,0.7161046849279322
7292,PCell_Uplink_Tx_Power_(dBm),SCell_RSRP_max,0.7156237393637769
1085,precipIntensity,measurement,0.710154530715452
2975,PCell_RSRP_2,SCell_RSRP_1,0.7079737701818423
3039,PCell_RSRP_max,PCell_SNR_1,0.7078494152363407
8953,SCell_Downlink_RBs_MCS_10,SCell_Downlink_RBs_MCS_22,0.707515110075601
5664,PCell_Downlink_RBs_MCS_14,PCell_Downlink_RBs_MCS_15,0.7028385288388391
5576,PCell_Downlink_RBs_MCS_13,PCell_Downlink_RBs_MCS_14,0.7016643276926732
4159,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_30,0.7011039428617978
6006,PCell_Downlink_RBs_MCS_18,PCell_Downlink_RBs_MCS_19,0.7007508063752961
4290,PCell_Downlink_TB_Size,SCell_Downlink_TB_Size,0.7002901198144599
3147,PCell_RSRQ_1,PCell_RSRQ_2,0.6982822645468413
1214,precipProbability,measurement,0.6960630393528787
7911,SCell_RSRP_2,SCell_RSSI_1,0.6931092877566492
7290,PCell_Uplink_Tx_Power_(dBm),SCell_RSRP_1,0.692631184131216
3975,PCell_SNR_2,SCell_SNR_2,0.6893543161362032
5487,PCell_Downlink_RBs_MCS_12,PCell_Downlink_RBs_MCS_13,0.687183682627217
6252,PCell_Downlink_RBs_MCS_21,PCell_Downlink_RBs_MCS_22,0.6841097326861535
3090,PCell_RSRP_max,SCell_RSRP_2,0.6838256930796968
3752,PCell_RSSI_max,SCell_RSRP_1,0.6827270354649013
3644,PCell_RSSI_2,SCell_RSRP_1,0.6827270354649013
4636,PCell_Downlink_RBs_MCS_3,PCell_Downlink_RBs_MCS_4,0.6807395461155844
3543,PCell_RSSI_1,SCell_RSSI_max,0.6799830222346623
3542,PCell_RSSI_1,SCell_RSSI_2,0.6799830222346623
8545,SCell_Downlink_TB_Size,SCell_Downlink_Average_MCS,0.6785655189108799
3486,PCell_RSSI_1,PCell_SNR_2,0.6760844238360199
5765,PCell_Downlink_RBs_MCS_15,PCell_Downlink_RBs_MCS_30,0.675580874414837
6089,PCell_Downlink_RBs_MCS_19,PCell_Downlink_RBs_MCS_20,0.6746421533306596
2985,PCell_RSRP_2,SCell_SNR_2,0.6742633961827396
4333,PCell_Downlink_TB_Size,target_datarate,0.6731043748108615
5046,PCell_Downlink_RBs_MCS_7,PCell_Downlink_RBs_MCS_29,0.6729804278285094
9159,SCell_Downlink_RBs_MCS_17,SCell_Downlink_RBs_MCS_26,0.6708962194657194
4437,PCell_Downlink_RBs_MCS_1,PCell_Downlink_RBs_MCS_2,0.6706866574004647
6171,PCell_Downlink_RBs_MCS_20,PCell_Downlink_RBs_MCS_21,0.6684939079041115
8377,SCell_SNR_2,SCell_Downlink_TB_Size,0.6667507833586916
6332,PCell_Downlink_RBs_MCS_22,PCell_Downlink_RBs_MCS_23,0.6660534023511141
3762,PCell_RSSI_max,SCell_SNR_2,0.6660236796414402
3654,PCell_RSSI_2,SCell_SNR_2,0.6660236796414402
8330,SCell_SNR_1,SCell_Downlink_TB_Size,0.6632811968086783
3097,PCell_RSRP_max,SCell_RSSI_max,0.66235919346216
3096,PCell_RSRP_max,SCell_RSSI_2,0.66235919346216
8230,SCell_RSSI_2,SCell_SNR_2,0.6616644680183571
8279,SCell_RSSI_max,SCell_SNR_2,0.6616644680183571
7296,PCell_Uplink_Tx_Power_(dBm),SCell_RSSI_1,0.6615262405667539
2861,PCell_RSRP_1,SCell_RSRP_2,0.6610858644444866
169,datarate,PCell_Downlink_Num_RBs,0.6595138599828287
260,datarate,SCell_Downlink_RBs_MCS_31,0.6566101898870257
7298,PCell_Uplink_Tx_Power_(dBm),SCell_RSSI_max,0.6555767723826728
7297,PCell_Uplink_Tx_Power_(dBm),SCell_RSSI_2,0.6555767723826728
271,datarate,target_datarate,0.6550143958654479
3966,PCell_SNR_2,SCell_RSRP_2,0.6547417142299545
8642,SCell_Downlink_RBs_MCS_2,SCell_Downlink_RBs_MCS_3,0.6518889671226624
2920,PCell_RSRP_2,PCell_RSRQ_2,0.6512022960613157
5504,PCell_Downlink_RBs_MCS_12,PCell_Downlink_RBs_MCS_30,0.6509286789087965
7291,PCell_Uplink_Tx_Power_(dBm),SCell_RSRP_2,0.6503947404215709
6848,PCell_Downlink_RBs_MCS_28,SCell_Downlink_RBs_MCS_28,0.6497731117066665
3758,PCell_RSSI_max,SCell_RSSI_1,0.6481431762341068
3650,PCell_RSSI_2,SCell_RSSI_1,0.6481431762341068
5140,PCell_Downlink_RBs_MCS_8,PCell_Downlink_RBs_MCS_29,0.6468160375626995
8468,SCell_Downlink_Num_RBs,SCell_Downlink_TB_Size,0.6446063487222082
3536,PCell_RSSI_1,SCell_RSRP_2,0.644506554981231
6411,PCell_Downlink_RBs_MCS_23,PCell_Downlink_RBs_MCS_24,0.6423482520707545
6261,PCell_Downlink_RBs_MCS_21,PCell_Downlink_RBs_MCS_31,0.6404463813070526
2868,PCell_RSRP_1,SCell_RSSI_max,0.6397307720896523
2867,PCell_RSRP_1,SCell_RSSI_2,0.6397307720896523
4951,PCell_Downlink_RBs_MCS_6,PCell_Downlink_RBs_MCS_29,0.6390881288127672
6489,PCell_Downlink_RBs_MCS_24,PCell_Downlink_RBs_MCS_25,0.6383418123503743
7909,SCell_RSRP_2,SCell_RSRQ_2,0.6372848691825952
5120,PCell_Downlink_RBs_MCS_8,PCell_Downlink_RBs_MCS_9,0.6363800411972645
7970,SCell_RSRP_max,SCell_SNR_2,0.6353700970709443
4147,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_18,0.6339222352288826
3967,PCell_SNR_2,SCell_RSRP_max,0.6310969233816881
202,datarate,PCell_Downlink_RBs_MCS_31,0.629182841311259
3972,PCell_SNR_2,SCell_RSSI_2,0.6291070815508467
3973,PCell_SNR_2,SCell_RSSI_max,0.6291070815508467
4148,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_19,0.6274986759044703
3974,PCell_SNR_2,SCell_SNR_1,0.6264368796219176
6757,PCell_Downlink_RBs_MCS_27,SCell_Downlink_RBs_MCS_10,0.6263168235743926
1715,humidity,cloudCover,0.6262522501764987
4150,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_21,0.6261900855073315
2981,PCell_RSRP_2,SCell_RSSI_1,0.6255813241554489
7670,PCell_Band_Indicator,PCell_freq_MHz,0.6248321989050406
6340,PCell_Downlink_RBs_MCS_22,PCell_Downlink_RBs_MCS_31,0.6224094152225534
4144,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_15,0.6190976814112092
3965,PCell_SNR_2,SCell_RSRP_1,0.6187239633871716
4856,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_29,0.6185570030593661
261,datarate,SCell_Downlink_Average_MCS,0.6174488459469594
9489,SCell_Band_Indicator,SCell_freq_MHz,0.6166192628379261
3485,PCell_RSSI_1,PCell_SNR_1,0.6138251270683125
7858,SCell_RSRP_1,SCell_SNR_1,0.6135316499008638
4759,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_29,0.6130287650484543
4142,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_13,0.6108619816189818
4143,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_14,0.6101512345610699
4537,PCell_Downlink_RBs_MCS_2,PCell_Downlink_RBs_MCS_3,0.6083911264362827
7536,PCell_Uplink_frequency,SCell_TAC,0.6074742005438691
7472,PCell_Downlink_frequency,SCell_TAC,0.6074742005438464
7538,PCell_Uplink_frequency,SCell_MNC,0.6074448790119388
7474,PCell_Downlink_frequency,SCell_MNC,0.60744487901191
535,Latitude,SCell_Cell_Identity,0.6052531972759501
6181,PCell_Downlink_RBs_MCS_20,PCell_Downlink_RBs_MCS_31,0.603426012857324
4151,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_22,0.6013106289782093
6055,PCell_Downlink_RBs_MCS_18,SCell_Downlink_RBs_MCS_10,0.6004761410984895
4149,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_20,0.600250003047557
227,datarate,SCell_Downlink_Num_RBs,0.5974368960727795
4121,PCell_E-ARFCN,SCell_TAC,0.5972224727532409
4123,PCell_E-ARFCN,SCell_MNC,0.5971936268255008
7969,SCell_RSRP_max,SCell_SNR_1,0.5971624131263199
6418,PCell_Downlink_RBs_MCS_23,PCell_Downlink_RBs_MCS_31,0.5958669924011047
3152,PCell_RSRQ_1,PCell_SNR_1,0.5952300776461034
4335,PCell_Downlink_RBs_MCS_0,PCell_Downlink_RBs_MCS_1,0.5951285449482298
7859,SCell_RSRP_1,SCell_SNR_2,0.5925031722737835
4661,PCell_Downlink_RBs_MCS_3,PCell_Downlink_RBs_MCS_29,0.5918855685151938
4141,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_12,0.5907052127200076
4140,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_11,0.589849136608909
5324,PCell_Downlink_RBs_MCS_10,PCell_Downlink_RBs_MCS_29,0.5881952191416748
4259,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_27,0.5860859913118261
2979,PCell_RSRP_2,SCell_RSRQ_2,0.5853583489152138
5838,PCell_Downlink_RBs_MCS_16,PCell_Downlink_RBs_MCS_18,0.5853179037492974
4258,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_26,0.584696175446743
5751,PCell_Downlink_RBs_MCS_15,PCell_Downlink_RBs_MCS_16,0.5825311853223525
7005,PCell_Downlink_RBs_MCS_30,target_datarate,0.5817636379788492
8129,SCell_RSRQ_max,SCell_SNR_2,0.5815891385779767
4146,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_17,0.5801170668442273
224,datarate,SCell_SNR_1,0.579565105460912
8006,SCell_RSRP_max,SCell_Downlink_Average_MCS,0.5785148588555244
5934,PCell_Downlink_RBs_MCS_17,PCell_Downlink_RBs_MCS_30,0.5783192504692883
3375,PCell_RSRQ_max,PCell_SNR_1,0.5775133978209744
4152,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_23,0.5723221072119421
4254,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_22,0.5711850039569956
4255,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_23,0.571135979362923
225,datarate,SCell_SNR_2,0.5709978551946139
3525,PCell_RSSI_1,PCell_Uplink_Tx_Power_(dBm),0.5693173349279018
8600,SCell_Downlink_RBs_MCS_1,SCell_Downlink_RBs_MCS_2,0.5691009803374297
4257,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_25,0.568801108354335
5215,PCell_Downlink_RBs_MCS_9,PCell_Downlink_RBs_MCS_11,0.5681384587248371
8023,SCell_RSRQ_1,SCell_SNR_1,0.5673017993915739
4253,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_21,0.5649952179670872
7895,SCell_RSRP_1,SCell_Downlink_Average_MCS,0.5636190660671798
6225,PCell_Downlink_RBs_MCS_20,SCell_Downlink_RBs_MCS_17,0.5633482583641249
6100,PCell_Downlink_RBs_MCS_19,PCell_Downlink_RBs_MCS_31,0.5632422233839464
8762,SCell_Downlink_RBs_MCS_5,SCell_Downlink_RBs_MCS_6,0.5627183167386
3971,PCell_SNR_2,SCell_RSSI_1,0.5598492386291923
3868,PCell_SNR_1,SCell_SNR_1,0.5592047773209786
408,Latitude,Longitude,0.5581760097912699
4256,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_24,0.557065322158914
3034,PCell_RSRP_max,PCell_RSRQ_2,0.5559488371863855
8128,SCell_RSRQ_max,SCell_SNR_1,0.5549450310110823
5415,PCell_Downlink_RBs_MCS_11,PCell_Downlink_RBs_MCS_30,0.5540817358465995
8511,SCell_Downlink_Num_RBs,target_datarate,0.5540499986201509
6566,PCell_Downlink_RBs_MCS_25,PCell_Downlink_RBs_MCS_26,0.5524134389131109
1455,temperature,SCell_MNC,0.5505629425627824
1582,apparentTemperature,SCell_MNC,0.5505629425627824
1453,temperature,SCell_TAC,0.5505512682303895
1580,apparentTemperature,SCell_TAC,0.5505512682303895
8462,SCell_E-ARFCN,SCell_Band_Indicator,0.5499078235658004
8952,SCell_Downlink_RBs_MCS_10,SCell_Downlink_RBs_MCS_21,0.5492690181445185
4156,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_27,0.5491823376712792
6330,PCell_Downlink_RBs_MCS_21,target_datarate,0.5485243964097007
8837,SCell_Downlink_RBs_MCS_7,SCell_Downlink_RBs_MCS_8,0.5469129260273554
8076,SCell_RSRQ_2,SCell_SNR_1,0.5447544250543398
8024,SCell_RSRQ_1,SCell_SNR_2,0.5445485003247017
4011,PCell_SNR_2,SCell_Downlink_Average_MCS,0.5443594011935898
6642,PCell_Downlink_RBs_MCS_26,PCell_Downlink_RBs_MCS_27,0.5434489594125826
2805,PCell_RSRP_1,PCell_RSRQ_2,0.5429491466701593
4137,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_8,0.5423625473841784
4153,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_24,0.5408393985239988
9463,SCell_Downlink_frequency,SCell_freq_MHz,0.5404829744871478
9471,SCell_Uplink_frequency,SCell_freq_MHz,0.5404829744871463
3648,PCell_RSSI_2,SCell_RSRQ_2,0.5398018685899914
3756,PCell_RSSI_max,SCell_RSRQ_2,0.5398018685899914
8810,SCell_Downlink_RBs_MCS_6,SCell_Downlink_RBs_MCS_17,0.5394985080298901
3859,PCell_SNR_1,SCell_RSRP_1,0.5376364829578377
6495,PCell_Downlink_RBs_MCS_24,PCell_Downlink_RBs_MCS_31,0.5368157053209516
4136,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_7,0.5359376107485636
6409,PCell_Downlink_RBs_MCS_22,target_datarate,0.5317388984130924
3079,PCell_RSRP_max,PCell_Uplink_Tx_Power_(dBm),0.5315030022699619
8615,SCell_Downlink_RBs_MCS_1,SCell_Downlink_RBs_MCS_17,0.5310020616419534
2850,PCell_RSRP_1,PCell_Uplink_Tx_Power_(dBm),0.5307387115975624
8959,SCell_Downlink_RBs_MCS_10,SCell_Downlink_RBs_MCS_28,0.5292857430167368
3264,PCell_RSRQ_2,PCell_SNR_1,0.5276618139052651
4322,PCell_Downlink_TB_Size,SCell_Downlink_RBs_MCS_31,0.5269979865542047
4155,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_26,0.5268596481611675
8723,SCell_Downlink_RBs_MCS_4,SCell_Downlink_RBs_MCS_5,0.5265921688936607
4154,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_25,0.5260151994800695
2562,Traffic Distance,SCell_MNC,0.5256466167782619
2560,Traffic Distance,SCell_TAC,0.5256082179359649
4563,PCell_Downlink_RBs_MCS_2,PCell_Downlink_RBs_MCS_29,0.5236247099851566
8683,SCell_Downlink_RBs_MCS_3,SCell_Downlink_RBs_MCS_4,0.5212973372615496
8500,SCell_Downlink_Num_RBs,SCell_Downlink_RBs_MCS_31,0.5211623385279381
1714,humidity,windSpeed,0.5209642095373004
3376,PCell_RSRQ_max,PCell_SNR_2,0.5202354037884804
5895,PCell_Downlink_RBs_MCS_16,SCell_Downlink_RBs_MCS_17,0.5186000717269222
6571,PCell_Downlink_RBs_MCS_25,PCell_Downlink_RBs_MCS_31,0.5185198342425714
6087,PCell_Downlink_RBs_MCS_18,target_datarate,0.5176695782971547
4834,PCell_Downlink_RBs_MCS_5,PCell_Downlink_RBs_MCS_7,0.5157035286796359
4289,PCell_Downlink_TB_Size,SCell_Downlink_Num_RBs,0.5132806418428203
3978,PCell_SNR_2,SCell_Downlink_TB_Size,0.5119242484513397
4135,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_6,0.5105003574491445
6169,PCell_Downlink_RBs_MCS_19,target_datarate,0.509887587600395
5835,PCell_Downlink_RBs_MCS_15,target_datarate,0.5092786900682318
8800,SCell_Downlink_RBs_MCS_6,SCell_Downlink_RBs_MCS_7,0.508661521564352
8458,SCell_E-ARFCN,SCell_Downlink_frequency,0.5059658714279618
8459,SCell_E-ARFCN,SCell_Uplink_frequency,0.5059658714279586
3861,PCell_SNR_1,SCell_RSRP_max,0.5058846524575741
3634,PCell_RSSI_2,PCell_Uplink_Tx_Power_(dBm),0.5058493289711564
3742,PCell_RSSI_max,PCell_Uplink_Tx_Power_(dBm),0.5058493289711564
6487,PCell_Downlink_RBs_MCS_23,target_datarate,0.5055512479874311
4134,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_5,0.5054430064900227
6646,PCell_Downlink_RBs_MCS_26,PCell_Downlink_RBs_MCS_31,0.5047849192537176
7951,SCell_RSRP_2,SCell_Downlink_Average_MCS,0.5047534058424031
4736,PCell_Downlink_RBs_MCS_4,PCell_Downlink_RBs_MCS_6,0.5042616254279206
7914,SCell_RSRP_2,SCell_SNR_1,0.5041450024701373
3865,PCell_SNR_1,SCell_RSSI_1,0.5037585859828396
8216,SCell_RSSI_1,SCell_Downlink_Average_MCS,0.5037022285931747
2199,cloudCover,SCell_Cell_Identity,0.5035152468955559
4187,PCell_Downlink_Num_RBs,SCell_Downlink_TB_Size,0.5034867492987435
6789,PCell_Downlink_RBs_MCS_27,target_datarate,0.5004551323539536
5027,PCell_Downlink_RBs_MCS_7,PCell_Downlink_RBs_MCS_10,0.5004190239518556
4252,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_20,0.4993541276048092
5485,PCell_Downlink_RBs_MCS_11,target_datarate,0.4985060435868992
4251,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_19,0.4984169445047372
3098,PCell_RSRP_max,SCell_SNR_1,0.4978941913310521
4145,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_16,0.4974630177045507
6250,PCell_Downlink_RBs_MCS_20,target_datarate,0.49663893790407665
4158,PCell_Downlink_Num_RBs,PCell_Downlink_RBs_MCS_29,0.4959942849909578
4902,PCell_Downlink_RBs_MCS_5,SCell_Downlink_RBs_MCS_17,0.49566925047370697
7918,SCell_RSRP_2,SCell_Downlink_TB_Size,0.49513940465107614
197,datarate,PCell_Downlink_RBs_MCS_26,0.49477625526397717
5662,PCell_Downlink_RBs_MCS_13,target_datarate,0.4946922190588728
9385,SCell_Downlink_RBs_MCS_28,SCell_Downlink_Average_MCS,0.4938547390476799
7032,PCell_Downlink_RBs_MCS_31,SCell_Downlink_TB_Size,0.4930975225971385
8233,SCell_RSSI_2,SCell_Downlink_TB_Size,0.49173933622569477
8282,SCell_RSSI_max,SCell_Downlink_TB_Size,0.49173933622569477
4250,PCell_Downlink_TB_Size,PCell_Downlink_RBs_MCS_18,0.491014179973508
5749,PCell_Downlink_RBs_MCS_14,target_datarate,0.4907296514700194
