,timestamp,Latitude,Longitude,Altitude,speed_kmh
477,2021-06-22 09:50:59+02:00,52.51397166666667,13.335148333333333,40.9,0.0
480,2021-06-22 09:51:00+02:00,52.51397166666667,13.335148333333333,40.9,0.0
486,2021-06-22 09:51:01+02:00,52.51397166666667,13.335148333333333,40.9,0.0
490,2021-06-22 09:51:02+02:00,52.51397166666667,13.335148333333333,40.9,0.0
492,2021-06-22 09:51:03+02:00,52.51397166666667,13.335148333333333,40.9,0.0
498,2021-06-22 09:51:04+02:00,52.51397166666667,13.335148333333333,40.9,0.0
500,2021-06-22 09:51:05+02:00,52.51397166666667,13.335148333333333,40.9,0.0
505,2021-06-22 09:51:06+02:00,52.51397166666667,13.335148333333333,40.9,0.0
510,2021-06-22 09:51:07+02:00,52.51397166666667,13.335148333333333,40.8,0.0
512,2021-06-22 09:51:08+02:00,52.51397166666667,13.335148333333333,40.7,0.0
519,2021-06-22 09:51:09+02:00,52.51397166666667,13.335148333333333,40.7,0.0
523,2021-06-22 09:51:10+02:00,52.51397166666667,13.335148333333333,40.7,0.0
526,2021-06-22 09:51:11+02:00,52.51397,13.335146666666667,40.7,0.0
528,2021-06-22 09:51:12+02:00,52.51396833333333,13.335146666666667,40.6,0.0
532,2021-06-22 09:51:13+02:00,52.51396666666667,13.335145,40.5,0.0
536,2021-06-22 09:51:14+02:00,52.51396833333333,13.335135,40.5,1.1112
541,2021-06-22 09:51:15+02:00,52.51396833333333,13.335116666666666,40.4,7.9636000000000005
547,2021-06-22 09:51:16+02:00,52.513965,13.33508,40.4,9.8156
549,2021-06-22 09:51:17+02:00,52.513958333333335,13.335035,40.5,12.2232
555,2021-06-22 09:51:18+02:00,52.51395,13.33498,40.6,14.816
558,2021-06-22 09:51:19+02:00,52.51394166666667,13.334913333333333,40.7,16.8532
560,2021-06-22 09:51:20+02:00,52.513935,13.33484,40.8,18.7052
566,2021-06-22 09:51:21+02:00,52.51393,13.33476,40.9,20.372
569,2021-06-22 09:51:22+02:00,52.51392166666667,13.334671666666667,40.9,21.298000000000002
573,2021-06-22 09:51:23+02:00,52.513915,13.33458,41.0,22.409200000000002
579,2021-06-22 09:51:24+02:00,52.513905,13.334485,41.1,22.224
581,2021-06-22 09:51:25+02:00,52.51389833333333,13.334386666666667,41.2,24.2612
585,2021-06-22 09:51:26+02:00,52.513885,13.334281666666667,41.5,26.2984
590,2021-06-22 09:51:27+02:00,52.51387,13.334166666666667,41.5,27.9652
592,2021-06-22 09:51:28+02:00,52.51386166666666,13.334055,41.7,27.4096
598,2021-06-22 09:51:29+02:00,52.51384,13.333941666666666,41.8,26.483600000000003
602,2021-06-22 09:51:30+02:00,52.513828333333336,13.333833333333333,41.9,25.3724
607,2021-06-22 09:51:31+02:00,52.513821666666665,13.333735,42.0,23.705600000000004
611,2021-06-22 09:51:32+02:00,52.513803333333335,13.333638333333333,41.8,20.372
613,2021-06-22 09:51:33+02:00,52.51379333333333,13.333561666666666,41.6,15.927200000000001
618,2021-06-22 09:51:34+02:00,52.51379166666667,13.333505,41.7,12.2232
622,2021-06-22 09:51:35+02:00,52.51378166666667,13.333453333333333,41.4,10.000800000000002
624,2021-06-22 09:51:36+02:00,52.513776666666665,13.333415,41.2,7.5931999999999995
631,2021-06-22 09:51:37+02:00,52.513775,13.333386666666666,41.2,5.926400000000001
632,2021-06-22 09:51:38+02:00,52.51377,13.333366666666667,41.3,0.0
638,2021-06-22 09:51:39+02:00,52.51376333333333,13.333351666666667,41.2,0.0
641,2021-06-22 09:51:40+02:00,52.513756666666666,13.33334,41.1,0.0
644,2021-06-22 09:51:41+02:00,52.51374833333333,13.333326666666666,40.9,0.0
649,2021-06-22 09:51:42+02:00,52.513745,13.333316666666667,41.1,0.0
652,2021-06-22 09:51:43+02:00,52.51374333333333,13.333305,41.2,0.0
657,2021-06-22 09:51:44+02:00,52.51373666666667,13.333281666666666,41.1,0.0
660,2021-06-22 09:51:45+02:00,52.51372833333333,13.333256666666667,41.0,0.0
667,2021-06-22 09:51:46+02:00,52.51371833333334,13.333228333333333,40.9,8.704400000000001
670,2021-06-22 09:51:47+02:00,52.51368333333333,13.333198333333334,40.9,11.4824
674,2021-06-22 09:51:48+02:00,52.513646666666666,13.333181666666666,40.9,12.2232
678,2021-06-22 09:51:49+02:00,52.51362,13.33318,40.9,8.704400000000001
681,2021-06-22 09:51:50+02:00,52.513598333333334,13.333185,40.9,6.2968
684,2021-06-22 09:51:51+02:00,52.51358333333334,13.333191666666666,40.9,5.926400000000001
689,2021-06-22 09:51:52+02:00,52.51356833333333,13.333193333333334,40.9,5.7412
694,2021-06-22 09:51:53+02:00,52.51356,13.333195,40.9,1.852
699,2021-06-22 09:51:54+02:00,52.513556666666666,13.333191666666666,40.8,1.2964
700,2021-06-22 09:51:55+02:00,52.513555,13.33319,40.8,0.0
704,2021-06-22 09:51:56+02:00,52.513555,13.333188333333334,40.5,0.0
708,2021-06-22 09:51:57+02:00,52.513555,13.333186666666666,40.2,0.0
714,2021-06-22 09:51:58+02:00,52.513555,13.333185,40.0,0.0
718,2021-06-22 09:51:59+02:00,52.513555,13.333186666666666,40.1,0.0
723,2021-06-22 09:52:00+02:00,52.513555,13.333186666666666,40.2,0.0
724,2021-06-22 09:52:01+02:00,52.513555,13.333186666666666,40.2,0.0
728,2021-06-22 09:52:02+02:00,52.513555,13.333186666666666,40.2,0.0
732,2021-06-22 09:52:03+02:00,52.513555,13.333186666666666,40.3,0.0
738,2021-06-22 09:52:04+02:00,52.513555,13.333186666666666,40.3,0.0
740,2021-06-22 09:52:05+02:00,52.513555,13.333188333333334,40.3,0.0
745,2021-06-22 09:52:06+02:00,52.513555,13.333188333333334,40.3,0.0
750,2021-06-22 09:52:07+02:00,52.513555,13.333188333333334,40.3,0.0
752,2021-06-22 09:52:08+02:00,52.513555,13.333188333333334,40.4,0.0
758,2021-06-22 09:52:09+02:00,52.513555,13.333188333333334,40.4,0.0
763,2021-06-22 09:52:10+02:00,52.513555,13.333188333333334,40.4,0.0
765,2021-06-22 09:52:11+02:00,52.513555,13.333188333333334,40.4,0.0
769,2021-06-22 09:52:12+02:00,52.513555,13.333188333333334,40.4,0.0
773,2021-06-22 09:52:13+02:00,52.513553333333334,13.33319,40.4,0.0
777,2021-06-22 09:52:14+02:00,52.513551666666665,13.333191666666666,40.4,10.3712
781,2021-06-22 09:52:15+02:00,52.513526666666664,13.333156666666667,40.4,15.371600000000003
786,2021-06-22 09:52:16+02:00,52.5135,13.333096666666666,40.3,18.3348
790,2021-06-22 09:52:17+02:00,52.51347833333333,13.333016666666667,40.2,22.5944
793,2021-06-22 09:52:18+02:00,52.51346,13.33292,40.4,25.557600000000004
796,2021-06-22 09:52:19+02:00,52.513445,13.332813333333334,40.4,25.928
802,2021-06-22 09:52:20+02:00,52.51343333333333,13.332703333333333,40.5,27.4096
807,2021-06-22 09:52:21+02:00,52.513421666666666,13.332588333333334,40.4,26.854000000000003
809,2021-06-22 09:52:22+02:00,52.513416666666664,13.332478333333333,40.2,25.742800000000003
813,2021-06-22 09:52:23+02:00,52.513415,13.332376666666667,40.1,22.038800000000002
818,2021-06-22 09:52:24+02:00,52.51340833333333,13.332295,40.0,17.594
822,2021-06-22 09:52:25+02:00,52.513398333333335,13.33223,40.0,13.5196
827,2021-06-22 09:52:26+02:00,52.513391666666664,13.332185,39.9,8.8896
828,2021-06-22 09:52:27+02:00,52.51338666666667,13.332155,39.9,6.2968
832,2021-06-22 09:52:28+02:00,52.51338333333333,13.332131666666667,39.9,4.63
837,2021-06-22 09:52:29+02:00,52.51338,13.332115,39.9,3.5188
842,2021-06-22 09:52:30+02:00,52.513378333333335,13.3321,39.8,3.1484
844,2021-06-22 09:52:31+02:00,52.513375,13.33209,39.7,1.852
851,2021-06-22 09:52:32+02:00,52.513373333333334,13.332083333333333,39.6,0.0
854,2021-06-22 09:52:33+02:00,52.513371666666664,13.33208,39.7,1.1112
857,2021-06-22 09:52:34+02:00,52.513371666666664,13.332076666666667,39.7,3.1484
860,2021-06-22 09:52:35+02:00,52.51336833333333,13.332063333333334,39.8,5.7412
866,2021-06-22 09:52:36+02:00,52.513351666666665,13.332048333333333,39.8,7.2228
870,2021-06-22 09:52:37+02:00,52.513335,13.33204,39.8,6.6672
874,2021-06-22 09:52:38+02:00,52.513315,13.332041666666667,39.8,8.334
876,2021-06-22 09:52:39+02:00,52.51329166666667,13.332058333333332,39.8,12.2232
881,2021-06-22 09:52:40+02:00,52.513265,13.332098333333333,39.8,16.297600000000003
885,2021-06-22 09:52:41+02:00,52.513243333333335,13.33216,39.7,18.7052
889,2021-06-22 09:52:42+02:00,52.51322833333333,13.332233333333333,39.7,18.7052
893,2021-06-22 09:52:43+02:00,52.513223333333336,13.33231,39.7,18.7052
898,2021-06-22 09:52:44+02:00,52.513225,13.33239,39.8,19.260800000000003
901,2021-06-22 09:52:45+02:00,52.51323,13.332473333333333,39.8,20.7424
907,2021-06-22 09:52:46+02:00,52.513235,13.332566666666667,39.9,21.298000000000002
908,2021-06-22 09:52:47+02:00,52.51324,13.332656666666667,40.0,20.5572
912,2021-06-22 09:52:48+02:00,52.513243333333335,13.332741666666667,40.1,20.001600000000003
917,2021-06-22 09:52:49+02:00,52.51324833333334,13.332825,40.2,20.1868
923,2021-06-22 09:52:50+02:00,52.51325333333333,13.332913333333334,40.2,21.1128
927,2021-06-22 09:52:51+02:00,52.513261666666665,13.333003333333334,40.4,22.038800000000002
930,2021-06-22 09:52:52+02:00,52.513268333333336,13.333093333333334,40.5,22.224
934,2021-06-22 09:52:53+02:00,52.513275,13.333185,40.7,22.038800000000002
939,2021-06-22 09:52:54+02:00,52.51328,13.333275,40.8,21.6684
942,2021-06-22 09:52:55+02:00,52.513285,13.333365,40.8,22.224
944,2021-06-22 09:52:56+02:00,52.513288333333335,13.333463333333333,40.8,24.2612
951,2021-06-22 09:52:57+02:00,52.51329666666667,13.333565,40.7,25.3724
953,2021-06-22 09:52:58+02:00,52.513305,13.333668333333334,40.7,25.1872
958,2021-06-22 09:52:59+02:00,52.513315,13.333768333333333,40.7,24.4464
963,2021-06-22 09:53:00+02:00,52.51332166666667,13.333868333333333,40.5,24.4464
966,2021-06-22 09:53:01+02:00,52.51333,13.333965,40.6,23.890800000000002
969,2021-06-22 09:53:02+02:00,52.513335,13.334060000000001,40.3,23.890800000000002
975,2021-06-22 09:53:03+02:00,52.51333833333333,13.33416,40.2,25.557600000000004
978,2021-06-22 09:53:04+02:00,52.51334,13.334266666666666,40.3,26.6688
981,2021-06-22 09:53:05+02:00,52.51334333333333,13.334385,40.5,30.0024
987,2021-06-22 09:53:06+02:00,52.513345,13.334505,40.6,29.632
989,2021-06-22 09:53:07+02:00,52.51334166666667,13.334618333333333,40.4,27.594800000000003
993,2021-06-22 09:53:08+02:00,52.51334833333333,13.334733333333332,40.3,27.0392
997,2021-06-22 09:53:09+02:00,52.513358333333336,13.334843333333334,40.5,25.3724
1001,2021-06-22 09:53:10+02:00,52.513365,13.334946666666667,40.5,24.631600000000002
1005,2021-06-22 09:53:11+02:00,52.513373333333334,13.335045,40.7,23.890800000000002
1010,2021-06-22 09:53:12+02:00,52.51338333333333,13.335138333333333,41.0,22.779600000000002
1012,2021-06-22 09:53:13+02:00,52.513395,13.335226666666667,41.3,21.1128
1019,2021-06-22 09:53:14+02:00,52.513403333333336,13.335305,41.3,18.7052
1020,2021-06-22 09:53:15+02:00,52.51341,13.335373333333333,41.4,16.297600000000003
1026,2021-06-22 09:53:16+02:00,52.513415,13.335426666666667,41.1,12.4084
1031,2021-06-22 09:53:17+02:00,52.51339,13.335461666666667,40.7,7.9636000000000005
1034,2021-06-22 09:53:18+02:00,52.513378333333335,13.335475,39.8,3.704
1037,2021-06-22 09:53:19+02:00,52.51338166666667,13.335488333333334,39.5,4.2596
1040,2021-06-22 09:53:20+02:00,52.513385,13.335511666666667,39.5,8.334
1045,2021-06-22 09:53:21+02:00,52.51338833333333,13.335558333333333,39.5,13.89
1050,2021-06-22 09:53:22+02:00,52.51339333333333,13.335623333333332,39.7,15.186399999999999
1055,2021-06-22 09:53:23+02:00,52.513395,13.335686666666668,39.5,15.186399999999999
1057,2021-06-22 09:53:24+02:00,52.5134,13.335745,39.5,12.964
1060,2021-06-22 09:53:25+02:00,52.51340833333333,13.335793333333333,39.7,10.5564
1064,2021-06-22 09:53:26+02:00,52.51341333333333,13.335831666666667,39.7,7.408
1068,2021-06-22 09:53:27+02:00,52.513418333333334,13.335855,39.8,4.815200000000001
1074,2021-06-22 09:53:28+02:00,52.513421666666666,13.335863333333334,39.9,0.0
1079,2021-06-22 09:53:29+02:00,52.513423333333336,13.33586,40.2,0.0
1080,2021-06-22 09:53:30+02:00,52.513419999999996,13.335858333333332,40.2,0.0
1087,2021-06-22 09:53:31+02:00,52.513418333333334,13.33586,39.3,0.0
1089,2021-06-22 09:53:32+02:00,52.513418333333334,13.33586,39.5,0.0
1093,2021-06-22 09:53:33+02:00,52.513418333333334,13.33586,39.7,0.0
1099,2021-06-22 09:53:34+02:00,52.513418333333334,13.33586,39.7,0.0
1102,2021-06-22 09:53:35+02:00,52.513418333333334,13.33586,39.7,0.0
1106,2021-06-22 09:53:36+02:00,52.513418333333334,13.33586,39.7,0.0
1109,2021-06-22 09:53:37+02:00,52.513418333333334,13.33586,39.7,0.0
1113,2021-06-22 09:53:38+02:00,52.513418333333334,13.33586,39.7,0.0
1117,2021-06-22 09:53:39+02:00,52.513418333333334,13.33586,39.7,0.0
1121,2021-06-22 09:53:40+02:00,52.513416666666664,13.33586,39.7,0.0
1126,2021-06-22 09:53:41+02:00,52.513416666666664,13.33586,39.7,0.0
1129,2021-06-22 09:53:42+02:00,52.513415,13.33586,39.7,0.0
1132,2021-06-22 09:53:43+02:00,52.513415,13.33586,39.7,0.0
1137,2021-06-22 09:53:44+02:00,52.51341333333333,13.335858333333332,39.7,0.0
1142,2021-06-22 09:53:45+02:00,52.51341166666667,13.335856666666666,39.7,0.0
1145,2021-06-22 09:53:46+02:00,52.51341166666667,13.335855,39.7,0.0
1148,2021-06-22 09:53:47+02:00,52.51341166666667,13.335855,39.7,0.0
1152,2021-06-22 09:53:48+02:00,52.51341166666667,13.335855,39.7,0.0
1158,2021-06-22 09:53:49+02:00,52.51340833333333,13.335853333333333,39.7,0.0
1162,2021-06-22 09:53:50+02:00,52.51340666666667,13.335853333333333,39.7,0.0
1165,2021-06-22 09:53:51+02:00,52.513403333333336,13.335851666666667,39.7,0.0
1171,2021-06-22 09:53:52+02:00,52.513403333333336,13.335851666666667,39.7,0.0
1174,2021-06-22 09:53:53+02:00,52.513403333333336,13.33585,39.7,0.0
1176,2021-06-22 09:53:54+02:00,52.51340166666667,13.335848333333333,39.7,0.0
1183,2021-06-22 09:53:55+02:00,52.5134,13.335846666666667,39.7,0.0
1186,2021-06-22 09:53:56+02:00,52.513398333333335,13.335845,39.7,0.0
1191,2021-06-22 09:53:57+02:00,52.513396666666665,13.335843333333333,39.8,0.0
1192,2021-06-22 09:53:58+02:00,52.513396666666665,13.335841666666667,39.8,0.0
1198,2021-06-22 09:53:59+02:00,52.513395,13.33584,39.8,0.0
1202,2021-06-22 09:54:00+02:00,52.51339333333333,13.335838333333333,39.8,0.0
1205,2021-06-22 09:54:01+02:00,52.513391666666664,13.335838333333333,39.8,0.0
1210,2021-06-22 09:54:02+02:00,52.513391666666664,13.335838333333333,39.8,0.0
1213,2021-06-22 09:54:03+02:00,52.513391666666664,13.335838333333333,39.8,0.0
1217,2021-06-22 09:54:04+02:00,52.513391666666664,13.335836666666667,39.9,0.0
1220,2021-06-22 09:54:05+02:00,52.51339,13.335835,39.9,0.0
1224,2021-06-22 09:54:06+02:00,52.51338833333333,13.335833333333333,39.9,0.0
1228,2021-06-22 09:54:07+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1233,2021-06-22 09:54:08+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1238,2021-06-22 09:54:09+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1242,2021-06-22 09:54:10+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1246,2021-06-22 09:54:11+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1250,2021-06-22 09:54:12+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1253,2021-06-22 09:54:13+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1257,2021-06-22 09:54:14+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1262,2021-06-22 09:54:15+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1264,2021-06-22 09:54:16+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1270,2021-06-22 09:54:17+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1273,2021-06-22 09:54:18+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1278,2021-06-22 09:54:19+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1283,2021-06-22 09:54:20+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1286,2021-06-22 09:54:21+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1289,2021-06-22 09:54:22+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1293,2021-06-22 09:54:23+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1296,2021-06-22 09:54:24+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1300,2021-06-22 09:54:25+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1307,2021-06-22 09:54:26+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1310,2021-06-22 09:54:27+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1314,2021-06-22 09:54:28+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1316,2021-06-22 09:54:29+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1322,2021-06-22 09:54:30+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1327,2021-06-22 09:54:31+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1330,2021-06-22 09:54:32+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1332,2021-06-22 09:54:33+02:00,52.51338666666667,13.335831666666667,39.9,0.0
1338,2021-06-22 09:54:34+02:00,52.51338666666667,13.335833333333333,39.9,3.5188
1342,2021-06-22 09:54:35+02:00,52.513391666666664,13.335845,39.9,6.2968
1346,2021-06-22 09:54:36+02:00,52.513395,13.335878333333334,39.9,10.5564
1349,2021-06-22 09:54:37+02:00,52.513395,13.33592,39.9,11.6676
1353,2021-06-22 09:54:38+02:00,52.51339,13.335966666666666,39.9,11.852800000000002
1356,2021-06-22 09:54:39+02:00,52.5134,13.33603,39.8,13.3344
1363,2021-06-22 09:54:40+02:00,52.513351666666665,13.33611,39.7,17.2236
1365,2021-06-22 09:54:41+02:00,52.51334333333333,13.336215,39.5,22.224
1370,2021-06-22 09:54:42+02:00,52.513371666666664,13.336351666666667,39.4,26.483600000000003
1372,2021-06-22 09:54:43+02:00,52.5134,13.336498333333333,39.3,30.9284
1379,2021-06-22 09:54:44+02:00,52.513421666666666,13.336646666666667,39.1,34.0768
1382,2021-06-22 09:54:45+02:00,52.513436666666664,13.336798333333334,38.9,35.9288
1384,2021-06-22 09:54:46+02:00,52.51345666666667,13.336961666666667,38.7,38.3364
1389,2021-06-22 09:54:47+02:00,52.51347833333333,13.337126666666666,38.5,37.595600000000005
1395,2021-06-22 09:54:48+02:00,52.51349666666667,13.337286666666667,38.3,37.2252
1398,2021-06-22 09:54:49+02:00,52.51351666666667,13.337446666666667,38.1,37.2252
1402,2021-06-22 09:54:50+02:00,52.513535,13.337605,38.1,38.1512
1404,2021-06-22 09:54:51+02:00,52.51354833333333,13.337761666666667,37.9,37.595600000000005
1409,2021-06-22 09:54:52+02:00,52.51356166666667,13.337915,38.0,37.04
1413,2021-06-22 09:54:53+02:00,52.513578333333335,13.338066666666666,38.2,35.373200000000004
1416,2021-06-22 09:54:54+02:00,52.513595,13.338205,38.3,32.410000000000004
1421,2021-06-22 09:54:55+02:00,52.51360666666667,13.338333333333333,38.5,30.372799999999998
1424,2021-06-22 09:54:56+02:00,52.513621666666666,13.338461666666667,39.0,30.372799999999998
1430,2021-06-22 09:54:57+02:00,52.51363166666667,13.33859,39.4,30.743200000000005
1433,2021-06-22 09:54:58+02:00,52.51364,13.338723333333334,39.6,31.669200000000004
1436,2021-06-22 09:54:59+02:00,52.513646666666666,13.338853333333333,39.6,30.558
1440,2021-06-22 09:55:00+02:00,52.513655,13.338976666666667,39.5,28.8912
1445,2021-06-22 09:55:01+02:00,52.513661666666664,13.339091666666667,39.4,27.594800000000003
1448,2021-06-22 09:55:02+02:00,52.51367,13.339203333333334,39.3,26.483600000000003
1453,2021-06-22 09:55:03+02:00,52.51367166666667,13.339315,38.9,27.0392
1456,2021-06-22 09:55:04+02:00,52.51367833333333,13.339431666666666,38.8,27.9652
1462,2021-06-22 09:55:05+02:00,52.51369,13.339548333333333,38.9,27.4096
1465,2021-06-22 09:55:06+02:00,52.5137,13.339658333333333,39.0,26.6688
1471,2021-06-22 09:55:07+02:00,52.513706666666664,13.339768333333334,39.1,27.2244
1473,2021-06-22 09:55:08+02:00,52.513715,13.339885,39.2,28.706000000000003
1476,2021-06-22 09:55:09+02:00,52.51372666666666,13.340005,39.0,28.8912
1480,2021-06-22 09:55:10+02:00,52.51374166666667,13.340126666666666,39.0,27.9652
1487,2021-06-22 09:55:11+02:00,52.513751666666664,13.340236666666666,39.0,25.742800000000003
1491,2021-06-22 09:55:12+02:00,52.513765,13.340338333333333,39.3,23.890800000000002
1494,2021-06-22 09:55:13+02:00,52.513776666666665,13.340433333333333,39.5,23.150000000000002
1499,2021-06-22 09:55:14+02:00,52.51379166666667,13.340531666666667,39.7,23.890800000000002
1503,2021-06-22 09:55:15+02:00,52.513801666666666,13.340631666666667,40.1,24.8168
1504,2021-06-22 09:55:16+02:00,52.51381666666666,13.34074,40.5,27.2244
1511,2021-06-22 09:55:17+02:00,52.513835,13.340856666666667,41.2,29.0764
1512,2021-06-22 09:55:18+02:00,52.513846666666666,13.340975,41.7,28.706000000000003
1516,2021-06-22 09:55:19+02:00,52.51385833333333,13.341093333333333,41.8,29.0764
1521,2021-06-22 09:55:20+02:00,52.51387,13.341215,41.9,30.0024
1525,2021-06-22 09:55:21+02:00,52.51388333333333,13.341345,42.2,32.0396
